feature,coefficient
cat__Admission ID_ADM2182,0.0
cat__Admission ID_ADM2181,0.0
cat__Admission ID_ADM2175,0.0
cat__Admission ID_ADM2131,0.0
cat__Admission ID_ADM2083,0.0
cat__Admission ID_ADM2082,0.0
cat__Admission ID_ADM2081,0.0
cat__Admission ID_ADM2078,0.0
cat__Admission ID_ADM2076,0.0
cat__Admission ID_ADM2068,0.0
cat__Admission ID_ADM2067,0.0
cat__Admission ID_ADM2066,0.0
cat__Admission ID_ADM2174,0.0
cat__Admission ID_ADM2053,0.0
cat__Admission ID_ADM2052,0.0
cat__Admission ID_ADM2049,0.0
cat__Admission ID_ADM2048,0.0
cat__Admission ID_ADM1973,0.0
cat__Admission ID_ADM1972,0.0
cat__Admission ID_ADM1968,0.0
cat__Admission ID_ADM1967,0.0
cat__Admission ID_ADM2096,0.0
cat__Admission ID_ADM1964,0.0
cat__Admission ID_ADM1959,0.0
cat__Admission ID_ADM1958,0.0
cat__Admission ID_ADM2037,0.0
cat__Admission ID_ADM2035,0.0
cat__Admission ID_ADM2032,0.0
cat__Admission ID_ADM2030,0.0
cat__Admission ID_ADM2029,0.0
cat__Admission ID_ADM1965,0.0
cat__Admission ID_ADM2095,0.0
cat__Admission ID_ADM2094,0.0
cat__Admission ID_ADM2091,0.0
cat__Admission ID_ADM2089,0.0
cat__Admission ID_ADM2086,0.0
cat__Admission ID_ADM2085,0.0
cat__Admission ID_ADM2019,0.0
cat__Admission ID_ADM2013,0.0
cat__Admission ID_ADM2054,0.0
cat__Admission ID_ADM2006,0.0
cat__Admission ID_ADM2005,0.0
cat__Admission ID_ADM2002,0.0
cat__Admission ID_ADM2000,0.0
cat__Admission ID_ADM1996,0.0
cat__Admission ID_ADM2063,0.0
cat__Admission ID_ADM2058,0.0
cat__Admission ID_ADM2057,0.0
cat__Admission ID_ADM2009,0.0
cat__Admission ID_ADM2245,0.0
cat__Admission ID_ADM2243,0.0
cat__Admission ID_ADM2240,0.0
cat__Admission ID_ADM2237,0.0
cat__Admission ID_ADM2236,0.0
cat__Admission ID_ADM2231,0.0
cat__Admission ID_ADM2230,0.0
cat__Admission ID_ADM2291,0.0
cat__Admission ID_ADM2102,0.0
cat__Admission ID_ADM2286,0.0
cat__Admission ID_ADM2285,0.0
cat__Admission ID_ADM2284,0.0
cat__Admission ID_ADM2282,0.0
cat__Admission ID_ADM2281,0.0
cat__Admission ID_ADM2278,0.0
cat__Admission ID_ADM2212,0.0
cat__Admission ID_ADM2211,0.0
cat__Admission ID_ADM2288,0.0
cat__Admission ID_ADM2341,0.0
cat__Admission ID_ADM2277,0.0
cat__Admission ID_ADM2275,0.0
cat__Admission ID_ADM2274,0.0
cat__Admission ID_ADM2273,0.0
cat__Admission ID_ADM2269,0.0
cat__Admission ID_ADM2267,0.0
cat__Admission ID_ADM2266,0.0
cat__Admission ID_ADM2248,0.0
cat__Admission ID_ADM2324,0.0
cat__Admission ID_ADM2322,0.0
cat__Admission ID_ADM2321,0.0
cat__Admission ID_ADM2319,0.0
cat__Admission ID_ADM2316,0.0
cat__Admission ID_ADM2315,0.0
cat__Admission ID_ADM2313,0.0
cat__Admission ID_ADM2312,0.0
cat__Admission ID_ADM2265,0.0
cat__Admission ID_ADM2157,0.0
cat__Admission ID_ADM2152,0.0
cat__Admission ID_ADM2147,0.0
cat__Admission ID_ADM2227,0.0
cat__Admission ID_ADM2224,0.0
cat__Admission ID_ADM2223,0.0
cat__Admission ID_ADM2219,0.0
cat__Admission ID_ADM2218,0.0
cat__Admission ID_ADM2209,0.0
cat__Admission ID_ADM2214,0.0
cat__Admission ID_ADM2213,0.0
cat__Admission ID_ADM2117,0.0
cat__Admission ID_ADM2115,0.0
cat__Admission ID_ADM2114,0.0
cat__Admission ID_ADM2109,0.0
cat__Admission ID_ADM2106,0.0
cat__Admission ID_ADM2105,0.0
cat__Admission ID_ADM2217,0.0
cat__Admission ID_ADM2205,0.0
cat__Admission ID_ADM2201,0.0
cat__Admission ID_ADM2200,0.0
cat__Admission ID_ADM2197,0.0
cat__Admission ID_ADM2196,0.0
cat__Admission ID_ADM2263,0.0
cat__Admission ID_ADM2261,0.0
cat__Admission ID_ADM2259,0.0
cat__Admission ID_ADM2159,0.0
cat__Admission ID_ADM2253,0.0
cat__Admission ID_ADM2251,0.0
cat__Admission ID_ADM2250,0.0
cat__Admission ID_ADM2249,0.0
cat__Admission ID_ADM2170,0.0
cat__Admission ID_ADM2169,0.0
cat__Admission ID_ADM2168,0.0
cat__Admission ID_ADM2160,0.0
cat__Admission ID_ADM2254,0.0
cat__Admission ID_ADM1804,0.0
cat__Admission ID_ADM1803,0.0
cat__Admission ID_ADM1799,0.0
cat__Admission ID_ADM1794,0.0
cat__Admission ID_ADM1793,0.0
cat__Admission ID_ADM1792,0.0
cat__Admission ID_ADM1791,0.0
cat__Admission ID_ADM2027,0.0
cat__Admission ID_ADM1711,0.0
cat__Admission ID_ADM1709,0.0
cat__Admission ID_ADM1707,0.0
cat__Admission ID_ADM1706,0.0
cat__Admission ID_ADM1703,0.0
cat__Admission ID_ADM1702,0.0
cat__Admission ID_ADM1700,0.0
cat__Admission ID_ADM1699,0.0
cat__Admission ID_ADM1790,0.0
cat__Admission ID_ADM1778,0.0
cat__Admission ID_ADM1777,0.0
cat__Admission ID_ADM1846,0.0
cat__Admission ID_ADM1843,0.0
cat__Admission ID_ADM1837,0.0
cat__Admission ID_ADM1836,0.0
cat__Admission ID_ADM1835,0.0
cat__Admission ID_ADM1834,0.0
cat__Admission ID_ADM1728,0.0
cat__Admission ID_ADM1825,0.0
cat__Admission ID_ADM1749,0.0
cat__Admission ID_ADM1744,0.0
cat__Admission ID_ADM1742,0.0
cat__Admission ID_ADM1741,0.0
cat__Admission ID_ADM1735,0.0
cat__Admission ID_ADM1731,0.0
cat__Admission ID_ADM1729,0.0
cat__Admission ID_ADM1829,0.0
cat__Admission ID_ADM1720,0.0
cat__Admission ID_ADM1718,0.0
cat__Admission ID_ADM1716,0.0
cat__Admission ID_ADM1714,0.0
cat__Admission ID_ADM1713,0.0
cat__Admission ID_ADM1648,0.0
cat__Admission ID_ADM1645,0.0
cat__Admission ID_ADM1644,0.0
cat__Admission ID_ADM1773,0.0
cat__Admission ID_ADM1640,0.0
cat__Admission ID_ADM1639,0.0
cat__Admission ID_ADM1638,0.0
cat__Admission ID_ADM1634,0.0
cat__Admission ID_ADM1698,0.0
cat__Admission ID_ADM1696,0.0
cat__Admission ID_ADM1693,0.0
cat__Admission ID_ADM1692,0.0
cat__Admission ID_ADM1642,0.0
cat__Admission ID_ADM1772,0.0
cat__Admission ID_ADM1770,0.0
cat__Admission ID_ADM1769,0.0
cat__Admission ID_ADM1768,0.0
cat__Admission ID_ADM1767,0.0
cat__Admission ID_ADM1764,0.0
cat__Admission ID_ADM1763,0.0
cat__Admission ID_ADM1677,0.0
cat__Admission ID_ADM1723,0.0
cat__Admission ID_ADM1675,0.0
cat__Admission ID_ADM1669,0.0
cat__Admission ID_ADM1668,0.0
cat__Admission ID_ADM1667,0.0
cat__Admission ID_ADM1665,0.0
cat__Admission ID_ADM1664,0.0
cat__Admission ID_ADM1725,0.0
cat__Admission ID_ADM1724,0.0
cat__Admission ID_ADM1676,0.0
cat__Admission ID_ADM1901,0.0
cat__Admission ID_ADM1895,0.0
cat__Admission ID_ADM1893,0.0
cat__Admission ID_ADM1891,0.0
cat__Admission ID_ADM1890,0.0
cat__Admission ID_ADM1888,0.0
cat__Admission ID_ADM1885,0.0
cat__Admission ID_ADM1884,0.0
cat__Admission ID_ADM1781,0.0
cat__Admission ID_ADM1956,0.0
cat__Admission ID_ADM1951,0.0
cat__Admission ID_ADM1950,0.0
cat__Admission ID_ADM1948,0.0
cat__Admission ID_ADM1946,0.0
cat__Admission ID_ADM1944,0.0
cat__Admission ID_ADM1942,0.0
cat__Admission ID_ADM1860,0.0
cat__Admission ID_ADM1957,0.0
cat__Admission ID_ADM2023,0.0
cat__Admission ID_ADM2022,0.0
cat__Admission ID_ADM1940,0.0
cat__Admission ID_ADM1939,0.0
cat__Admission ID_ADM1938,0.0
cat__Admission ID_ADM1937,0.0
cat__Admission ID_ADM1933,0.0
cat__Admission ID_ADM1926,0.0
cat__Admission ID_ADM1975,0.0
cat__Admission ID_ADM1919,0.0
cat__Admission ID_ADM1995,0.0
cat__Admission ID_ADM1993,0.0
cat__Admission ID_ADM1990,0.0
cat__Admission ID_ADM1987,0.0
cat__Admission ID_ADM1986,0.0
cat__Admission ID_ADM1983,0.0
cat__Admission ID_ADM1981,0.0
cat__Admission ID_ADM1923,0.0
cat__Admission ID_ADM1810,0.0
cat__Admission ID_ADM1809,0.0
cat__Admission ID_ADM1808,0.0
cat__Admission ID_ADM1807,0.0
cat__Admission ID_ADM1882,0.0
cat__Admission ID_ADM1876,0.0
cat__Admission ID_ADM1875,0.0
cat__Admission ID_ADM1872,0.0
cat__Admission ID_ADM1859,0.0
cat__Admission ID_ADM1870,0.0
cat__Admission ID_ADM1869,0.0
cat__Admission ID_ADM1864,0.0
cat__Admission ID_ADM1789,0.0
cat__Admission ID_ADM1788,0.0
cat__Admission ID_ADM1786,0.0
cat__Admission ID_ADM1784,0.0
cat__Admission ID_ADM1782,0.0
cat__Admission ID_ADM1871,0.0
cat__Admission ID_ADM1858,0.0
cat__Admission ID_ADM1857,0.0
cat__Admission ID_ADM1855,0.0
cat__Admission ID_ADM1850,0.0
cat__Admission ID_ADM1848,0.0
cat__Admission ID_ADM1847,0.0
cat__Admission ID_ADM1918,0.0
cat__Admission ID_ADM1915,0.0
cat__Admission ID_ADM1811,0.0
cat__Admission ID_ADM1912,0.0
cat__Admission ID_ADM1909,0.0
cat__Admission ID_ADM1907,0.0
cat__Admission ID_ADM1904,0.0
cat__Admission ID_ADM1902,0.0
cat__Admission ID_ADM1817,0.0
cat__Admission ID_ADM1816,0.0
cat__Admission ID_ADM1813,0.0
cat__Admission ID_ADM1914,0.0
cat__Admission ID_ADM2800,0.0
cat__Admission ID_ADM2799,0.0
cat__Admission ID_ADM2793,0.0
cat__Admission ID_ADM2791,0.0
cat__Admission ID_ADM2789,0.0
cat__Admission ID_ADM2687,0.0
cat__Admission ID_ADM2686,0.0
cat__Admission ID_ADM2344,0.0
cat__Admission ID_ADM2682,0.0
cat__Admission ID_ADM2680,0.0
cat__Admission ID_ADM2678,0.0
cat__Admission ID_ADM2674,0.0
cat__Admission ID_ADM2673,0.0
cat__Admission ID_ADM2744,0.0
cat__Admission ID_ADM2743,0.0
cat__Admission ID_ADM2739,0.0
cat__Admission ID_ADM2685,0.0
cat__Admission ID_ADM2852,0.0
cat__Admission ID_ADM2849,0.0
cat__Admission ID_ADM2848,0.0
cat__Admission ID_ADM2846,0.0
cat__Admission ID_ADM2843,0.0
cat__Admission ID_ADM2840,0.0
cat__Admission ID_ADM2837,0.0
cat__Admission ID_ADM2727,0.0
cat__Admission ID_ADM2801,0.0
cat__Admission ID_ADM2722,0.0
cat__Admission ID_ADM2721,0.0
cat__Admission ID_ADM2718,0.0
cat__Admission ID_ADM2715,0.0
cat__Admission ID_ADM2711,0.0
cat__Admission ID_ADM2709,0.0
cat__Admission ID_ADM2807,0.0
cat__Admission ID_ADM2806,0.0
cat__Admission ID_ADM2725,0.0
cat__Admission ID_ADM2694,0.0
cat__Admission ID_ADM2691,0.0
cat__Admission ID_ADM2628,0.0
cat__Admission ID_ADM2627,0.0
cat__Admission ID_ADM2623,0.0
cat__Admission ID_ADM2619,0.0
cat__Admission ID_ADM2618,0.0
cat__Admission ID_ADM2616,0.0
cat__Admission ID_ADM2738,0.0
cat__Admission ID_ADM2614,0.0
cat__Admission ID_ADM2670,0.0
cat__Admission ID_ADM2669,0.0
cat__Admission ID_ADM2667,0.0
cat__Admission ID_ADM2665,0.0
cat__Admission ID_ADM2663,0.0
cat__Admission ID_ADM2662,0.0
cat__Admission ID_ADM2661,0.0
cat__Admission ID_ADM2615,0.0
cat__Admission ID_ADM2736,0.0
cat__Admission ID_ADM2735,0.0
cat__Admission ID_ADM2732,0.0
cat__Admission ID_ADM2728,0.0
cat__Admission ID_ADM2658,0.0
cat__Admission ID_ADM2657,0.0
cat__Admission ID_ADM2650,0.0
cat__Admission ID_ADM2649,0.0
cat__Admission ID_ADM2696,0.0
cat__Admission ID_ADM2644,0.0
cat__Admission ID_ADM2642,0.0
cat__Admission ID_ADM2640,0.0
cat__Admission ID_ADM2707,0.0
cat__Admission ID_ADM2706,0.0
cat__Admission ID_ADM2705,0.0
cat__Admission ID_ADM2704,0.0
cat__Admission ID_ADM2699,0.0
cat__Admission ID_ADM2645,0.0
cat__Admission ID_ADM2910,0.0
cat__Admission ID_ADM2908,0.0
cat__Admission ID_ADM2905,0.0
cat__Admission ID_ADM2904,0.0
cat__Admission ID_ADM2900,0.0
cat__Admission ID_ADM2978,0.0
cat__Admission ID_ADM2976,0.0
cat__Admission ID_ADM2974,0.0
cat__Admission ID_ADM2857,0.0
cat__Admission ID_ADM2972,0.0
cat__Admission ID_ADM2969,0.0
cat__Admission ID_ADM2966,0.0
cat__Admission ID_ADM2964,0.0
cat__Admission ID_ADM2879,0.0
cat__Admission ID_ADM2874,0.0
cat__Admission ID_ADM2869,0.0
cat__Admission ID_ADM2867,0.0
cat__Admission ID_ADM2973,0.0
cat__Admission ID_ADM2956,0.0
cat__Admission ID_ADM2952,0.0
cat__Admission ID_ADM2947,0.0
cat__Admission ID_ADM2945,0.0
cat__Admission ID_ADM2942,0.0
cat__Admission ID_ADM2938,0.0
cat__Admission ID_ADM2934,0.0
cat__Admission ID_ADM3021,0.0
cat__Admission ID_ADM2911,0.0
cat__Admission ID_ADM3013,0.0
cat__Admission ID_ADM3012,0.0
cat__Admission ID_ADM3011,0.0
cat__Admission ID_ADM3009,0.0
cat__Admission ID_ADM3006,0.0
cat__Admission ID_ADM3004,0.0
cat__Admission ID_ADM2914,0.0
cat__Admission ID_ADM2912,0.0
cat__Admission ID_ADM3019,0.0
cat__Admission ID_ADM2815,0.0
cat__Admission ID_ADM2893,0.0
cat__Admission ID_ADM2892,0.0
cat__Admission ID_ADM2890,0.0
cat__Admission ID_ADM2889,0.0
cat__Admission ID_ADM2888,0.0
cat__Admission ID_ADM2886,0.0
cat__Admission ID_ADM2885,0.0
cat__Admission ID_ADM2863,0.0
cat__Admission ID_ADM2784,0.0
cat__Admission ID_ADM2775,0.0
cat__Admission ID_ADM2773,0.0
cat__Admission ID_ADM2759,0.0
cat__Admission ID_ADM2758,0.0
cat__Admission ID_ADM2757,0.0
cat__Admission ID_ADM2752,0.0
cat__Admission ID_ADM2745,0.0
cat__Admission ID_ADM2883,0.0
cat__Admission ID_ADM2860,0.0
cat__Admission ID_ADM2859,0.0
cat__Admission ID_ADM2858,0.0
cat__Admission ID_ADM2932,0.0
cat__Admission ID_ADM2931,0.0
cat__Admission ID_ADM2930,0.0
cat__Admission ID_ADM2925,0.0
cat__Admission ID_ADM2924,0.0
cat__Admission ID_ADM2816,0.0
cat__Admission ID_ADM2920,0.0
cat__Admission ID_ADM2915,0.0
cat__Admission ID_ADM2835,0.0
cat__Admission ID_ADM2833,0.0
cat__Admission ID_ADM2832,0.0
cat__Admission ID_ADM2828,0.0
cat__Admission ID_ADM2826,0.0
cat__Admission ID_ADM2824,0.0
cat__Admission ID_ADM2921,0.0
cat__Admission ID_ADM2469,0.0
cat__Admission ID_ADM2467,0.0
cat__Admission ID_ADM2466,0.0
cat__Admission ID_ADM2461,0.0
cat__Admission ID_ADM2455,0.0
cat__Admission ID_ADM2454,0.0
cat__Admission ID_ADM2383,0.0
cat__Admission ID_ADM2659,0.0
cat__Admission ID_ADM2379,0.0
cat__Admission ID_ADM2378,0.0
cat__Admission ID_ADM2374,0.0
cat__Admission ID_ADM2368,0.0
cat__Admission ID_ADM2367,0.0
cat__Admission ID_ADM2366,0.0
cat__Admission ID_ADM2435,0.0
cat__Admission ID_ADM2432,0.0
cat__Admission ID_ADM2381,0.0
cat__Admission ID_ADM2513,0.0
cat__Admission ID_ADM2512,0.0
cat__Admission ID_ADM2509,0.0
cat__Admission ID_ADM2508,0.0
cat__Admission ID_ADM2498,0.0
cat__Admission ID_ADM2497,0.0
cat__Admission ID_ADM2496,0.0
cat__Admission ID_ADM2495,0.0
cat__Admission ID_ADM2473,0.0
cat__Admission ID_ADM2413,0.0
cat__Admission ID_ADM2411,0.0
cat__Admission ID_ADM2408,0.0
cat__Admission ID_ADM2407,0.0
cat__Admission ID_ADM2404,0.0
cat__Admission ID_ADM2403,0.0
cat__Admission ID_ADM2401,0.0
cat__Admission ID_ADM2475,0.0
cat__Admission ID_ADM2414,0.0
cat__Admission ID_ADM2387,0.0
cat__Admission ID_ADM2385,0.0
cat__Admission ID_ADM2384,0.0
cat__Admission ID_ADM2310,0.0
cat__Admission ID_ADM2308,0.0
cat__Admission ID_ADM2304,0.0
cat__Admission ID_ADM2303,0.0
cat__Admission ID_ADM2301,0.0
cat__Admission ID_ADM2427,0.0
cat__Admission ID_ADM2297,0.0
cat__Admission ID_ADM2294,0.0
cat__Admission ID_ADM2363,0.0
cat__Admission ID_ADM2362,0.0
cat__Admission ID_ADM2359,0.0
cat__Admission ID_ADM2356,0.0
cat__Admission ID_ADM2352,0.0
cat__Admission ID_ADM2350,0.0
cat__Admission ID_ADM2299,0.0
cat__Admission ID_ADM2423,0.0
cat__Admission ID_ADM2422,0.0
cat__Admission ID_ADM2421,0.0
cat__Admission ID_ADM2419,0.0
cat__Admission ID_ADM2417,0.0
cat__Admission ID_ADM2340,0.0
cat__Admission ID_ADM2339,0.0
cat__Admission ID_ADM2337,0.0
cat__Admission ID_ADM2391,0.0
cat__Admission ID_ADM2333,0.0
cat__Admission ID_ADM2331,0.0
cat__Admission ID_ADM2328,0.0
cat__Admission ID_ADM2327,0.0
cat__Admission ID_ADM2395,0.0
cat__Admission ID_ADM2394,0.0
cat__Admission ID_ADM2393,0.0
cat__Admission ID_ADM2392,0.0
cat__Admission ID_ADM2334,0.0
cat__Admission ID_ADM2556,0.0
cat__Admission ID_ADM2554,0.0
cat__Admission ID_ADM2553,0.0
cat__Admission ID_ADM2552,0.0
cat__Admission ID_ADM2551,0.0
cat__Admission ID_ADM2549,0.0
cat__Admission ID_ADM2612,0.0
cat__Admission ID_ADM2608,0.0
cat__Admission ID_ADM2438,0.0
cat__Admission ID_ADM2606,0.0
cat__Admission ID_ADM2605,0.0
cat__Admission ID_ADM2603,0.0
cat__Admission ID_ADM2589,0.0
cat__Admission ID_ADM2588,0.0
cat__Admission ID_ADM2533,0.0
cat__Admission ID_ADM2530,0.0
cat__Admission ID_ADM2529,0.0
cat__Admission ID_ADM2607,0.0
cat__Admission ID_ADM2586,0.0
cat__Admission ID_ADM2585,0.0
cat__Admission ID_ADM2584,0.0
cat__Admission ID_ADM2583,0.0
cat__Admission ID_ADM2582,0.0
cat__Admission ID_ADM2581,0.0
cat__Admission ID_ADM2580,0.0
cat__Admission ID_ADM2579,0.0
cat__Admission ID_ADM2557,0.0
cat__Admission ID_ADM2637,0.0
cat__Admission ID_ADM2636,0.0
cat__Admission ID_ADM2635,0.0
cat__Admission ID_ADM2634,0.0
cat__Admission ID_ADM2633,0.0
cat__Admission ID_ADM2630,0.0
cat__Admission ID_ADM2629,0.0
cat__Admission ID_ADM2558,0.0
cat__Admission ID_ADM2639,0.0
cat__Admission ID_ADM2483,0.0
cat__Admission ID_ADM2480,0.0
cat__Admission ID_ADM2548,0.0
cat__Admission ID_ADM2547,0.0
cat__Admission ID_ADM2545,0.0
cat__Admission ID_ADM2541,0.0
cat__Admission ID_ADM2540,0.0
cat__Admission ID_ADM2537,0.0
cat__Admission ID_ADM2527,0.0
cat__Admission ID_ADM2534,0.0
cat__Admission ID_ADM2450,0.0
cat__Admission ID_ADM2448,0.0
cat__Admission ID_ADM2447,0.0
cat__Admission ID_ADM2445,0.0
cat__Admission ID_ADM2444,0.0
cat__Admission ID_ADM2440,0.0
cat__Admission ID_ADM2439,0.0
cat__Admission ID_ADM2536,0.0
cat__Admission ID_ADM2524,0.0
cat__Admission ID_ADM2523,0.0
cat__Admission ID_ADM2520,0.0
cat__Admission ID_ADM2517,0.0
cat__Admission ID_ADM2576,0.0
cat__Admission ID_ADM2573,0.0
cat__Admission ID_ADM2569,0.0
cat__Admission ID_ADM2568,0.0
cat__Admission ID_ADM2484,0.0
cat__Admission ID_ADM2563,0.0
cat__Admission ID_ADM2562,0.0
cat__Admission ID_ADM2559,0.0
cat__Admission ID_ADM2493,0.0
cat__Admission ID_ADM2491,0.0
cat__Admission ID_ADM2488,0.0
cat__Admission ID_ADM2486,0.0
cat__Admission ID_ADM2485,0.0
cat__Admission ID_ADM2567,0.0
cat__Admission Date_2023-07-06 12:00:00,0.0
cat__Admission Date_2023-07-03 12:00:00,0.0
cat__Admission Date_2023-08-09 12:00:00,0.0
cat__Admission Date_2023-08-08 12:00:00,0.0
cat__Admission Date_2023-08-08 00:00:00,0.0
cat__Admission Date_2023-08-07 00:00:00,0.0
cat__Admission Date_2023-08-06 12:00:00,0.0
cat__Admission ID_ADM4404,0.0
cat__Admission Date_2023-08-05 12:00:00,0.0
cat__Admission Date_2023-08-05 00:00:00,0.0
cat__Admission Date_2023-06-20 12:00:00,0.0
cat__Admission Date_2023-06-20 00:00:00,0.0
cat__Admission Date_2023-06-19 12:00:00,0.0
cat__Admission Date_2023-06-15 12:00:00,0.0
cat__Admission Date_2023-06-13 00:00:00,0.0
cat__Admission Date_2023-06-12 00:00:00,0.0
cat__Admission Date_2023-08-06 00:00:00,0.0
cat__Admission Date_2023-07-30 12:00:00,0.0
cat__Admission Date_2023-07-28 00:00:00,0.0
cat__Admission Date_2023-07-26 12:00:00,0.0
cat__Admission Date_2023-07-25 12:00:00,0.0
cat__Admission Date_2023-08-31 12:00:00,0.0
cat__Admission Date_2023-08-31 00:00:00,0.0
cat__Admission Date_2023-08-30 12:00:00,0.0
cat__Admission Date_2023-08-28 00:00:00,0.0
cat__Admission Date_2023-07-10 00:00:00,0.0
cat__Admission Date_2023-08-26 00:00:00,0.0
cat__Admission Date_2023-08-25 00:00:00,0.0
cat__Admission Date_2023-08-24 12:00:00,0.0
cat__Admission Date_2023-07-14 12:00:00,0.0
cat__Admission Date_2023-07-14 00:00:00,0.0
cat__Admission Date_2023-07-13 00:00:00,0.0
cat__Admission Date_2023-07-11 00:00:00,0.0
cat__Admission Date_2023-07-10 12:00:00,0.0
cat__Admission Date_2023-08-26 12:00:00,0.0
cat__Admission Date_2023-06-28 12:00:00,0.0
cat__Admission Date_2023-06-27 00:00:00,0.0
cat__Admission Date_2023-06-25 12:00:00,0.0
cat__Admission Date_2023-06-24 00:00:00,0.0
cat__Admission Date_2023-06-22 12:00:00,0.0
cat__Admission Date_2023-06-22 00:00:00,0.0
cat__Admission Date_2023-06-21 00:00:00,0.0
cat__Admission Date_2023-05-06 00:00:00,0.0
cat__Admission Date_2023-06-10 12:00:00,0.0
cat__Admission Date_2023-05-05 00:00:00,0.0
cat__Admission Date_2023-05-04 12:00:00,0.0
cat__Admission Date_2023-05-03 12:00:00,0.0
cat__Admission Date_2023-05-03 00:00:00,0.0
cat__Admission Date_2023-05-02 12:00:00,0.0
cat__Admission Date_2023-05-01 12:00:00,0.0
cat__Admission Date_2023-06-05 12:00:00,0.0
cat__Admission Date_2023-06-05 00:00:00,0.0
cat__Admission Date_2023-05-05 12:00:00,0.0
cat__Admission Date_2023-06-08 00:00:00,0.0
cat__Admission Date_2023-07-25 00:00:00,0.0
cat__Admission Date_2023-07-23 12:00:00,0.0
cat__Admission Date_2023-07-23 00:00:00,0.0
cat__Admission Date_2023-07-22 12:00:00,0.0
cat__Admission Date_2023-07-22 00:00:00,0.0
cat__Admission Date_2023-07-21 12:00:00,0.0
cat__Admission Date_2023-07-18 12:00:00,0.0
cat__Admission Date_2023-07-02 12:00:00,0.0
cat__Admission Date_2023-05-22 12:00:00,0.0
cat__Admission Date_2023-05-22 00:00:00,0.0
cat__Admission Date_2023-05-21 12:00:00,0.0
cat__Admission Date_2023-05-20 12:00:00,0.0
cat__Admission Date_2023-05-20 00:00:00,0.0
cat__Admission Date_2023-05-17 12:00:00,0.0
cat__Admission Date_2023-05-16 12:00:00,0.0
cat__Admission Date_2023-05-16 00:00:00,0.0
cat__Admission Date_2023-07-16 00:00:00,0.0
cat__Admission Date_2023-11-12 00:00:00,0.0
cat__Admission Date_2023-11-09 00:00:00,0.0
cat__Admission Date_2023-09-26 00:00:00,0.0
cat__Admission Date_2023-09-24 00:00:00,0.0
cat__Admission Date_2023-09-23 12:00:00,0.0
cat__Admission Date_2023-09-22 12:00:00,0.0
cat__Admission Date_2023-09-19 00:00:00,0.0
cat__Admission Date_2023-09-18 12:00:00,0.0
cat__Admission Date_2023-07-31 00:00:00,0.0
cat__Admission Date_2023-09-17 12:00:00,0.0
cat__Admission Date_2023-10-26 00:00:00,0.0
cat__Admission Date_2023-10-25 12:00:00,0.0
cat__Admission Date_2023-10-24 12:00:00,0.0
cat__Admission Date_2023-10-24 00:00:00,0.0
cat__Admission Date_2023-10-19 00:00:00,0.0
cat__Admission Date_2023-10-17 00:00:00,0.0
cat__Admission Date_2023-10-15 12:00:00,0.0
cat__Admission Date_2023-09-18 00:00:00,0.0
cat__Admission Date_2023-11-29 00:00:00,0.0
cat__Admission Date_2023-11-28 12:00:00,0.0
cat__Admission Date_2023-11-28 00:00:00,0.0
cat__Admission Date_2023-11-26 12:00:00,0.0
cat__Admission Date_2023-10-14 12:00:00,0.0
cat__Admission Date_2023-10-13 12:00:00,0.0
cat__Admission Date_2023-10-11 00:00:00,0.0
cat__Admission Date_2023-10-09 12:00:00,0.0
cat__Admission Date_2023-11-13 00:00:00,0.0
cat__Admission Date_2023-10-07 00:00:00,0.0
cat__Admission Date_2023-10-05 00:00:00,0.0
cat__Admission Date_2023-10-04 12:00:00,0.0
cat__Admission Date_2023-11-18 00:00:00,0.0
cat__Admission Date_2023-11-17 00:00:00,0.0
cat__Admission Date_2023-11-16 12:00:00,0.0
cat__Admission Date_2023-11-16 00:00:00,0.0
cat__Admission Date_2023-11-14 00:00:00,0.0
cat__Admission Date_2023-10-09 00:00:00,0.0
cat__Admission Date_2023-08-19 00:00:00,0.0
cat__Admission Date_2023-08-18 12:00:00,0.0
cat__Admission Date_2023-08-18 00:00:00,0.0
cat__Admission Date_2023-08-13 00:00:00,0.0
cat__Admission Date_2023-08-11 12:00:00,0.0
cat__Admission Date_2023-08-10 12:00:00,0.0
cat__Admission Date_2023-09-17 00:00:00,0.0
cat__Admission Date_2023-09-16 00:00:00,0.0
cat__Admission Date_2023-10-15 00:00:00,0.0
cat__Admission Date_2023-09-14 00:00:00,0.0
cat__Admission Date_2023-09-13 12:00:00,0.0
cat__Admission Date_2023-09-13 00:00:00,0.0
cat__Admission Date_2023-09-12 12:00:00,0.0
cat__Admission Date_2023-09-12 00:00:00,0.0
cat__Admission Date_2023-08-01 12:00:00,0.0
cat__Admission Date_2023-08-01 00:00:00,0.0
cat__Admission Date_2023-07-31 12:00:00,0.0
cat__Admission Date_2023-09-14 12:00:00,0.0
cat__Admission Date_2023-09-10 12:00:00,0.0
cat__Admission Date_2023-09-10 00:00:00,0.0
cat__Admission Date_2023-09-09 00:00:00,0.0
cat__Admission Date_2023-09-08 12:00:00,0.0
cat__Admission Date_2023-09-07 12:00:00,0.0
cat__Admission Date_2023-09-07 00:00:00,0.0
cat__Admission Date_2023-09-04 12:00:00,0.0
cat__Admission Date_2023-09-01 00:00:00,0.0
cat__Admission Date_2023-08-20 12:00:00,0.0
cat__Admission Date_2023-10-03 00:00:00,0.0
cat__Admission Date_2023-10-02 12:00:00,0.0
